Title,Link,Media,Date,Vader
SEO and Brand Mentions: A New Day in Search Engine Marketing,https://www.investing.com/news/cryptocurrency-news/14/news/cryptocurrency-news/seo-and-brand-mentions-a-new-day-in-search-engine-marketing-2658591,BTC Peers,"Oct 28, 2021","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
FantomStarter offers GameFi projects insider access to the Metaverse on Fantom,https://www.investing.com/news/cryptocurrency-news/14/news/cryptocurrency-news/fantomstarter-offers-gamefi-projects-insider-access-to-the-metaverse-on-fantom-2658564,BTC Peers,"Oct 28, 2021","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
"OKB (OKB): Price Updates, Recent Developments, Future Events, Community",https://www.investing.com/news/cryptocurrency-news/15/news/cryptocurrency-news/okb-okb-price-updates-recent-developments-future-events-community-2658541,DailyCoin,"Oct 28, 2021","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
US gov attorneys to target individuals and gatekeepers for crypto prosecutions,https://www.investing.com/news/cryptocurrency-news/15/news/cryptocurrency-news/us-gov-attorneys-to-target-individuals-and-gatekeepers-for-crypto-prosecutions-2658539,Cointelegraph,"Oct 28, 2021","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
SEC reportedly knocks back Valkyrie's leveraged Bitcoin ETF,https://www.investing.com/news/cryptocurrency-news/15/news/cryptocurrency-news/sec-reportedly-knocks-back-valkyries-leveraged-bitcoin-etf-2658480,Cointelegraph,"Oct 28, 2021","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
"Someone bought $3,400 worth of SHIB last August. It’s now worth $1.55 billion",https://www.investing.com/news/cryptocurrency-news/15/news/cryptocurrency-news/someone-bought-3400-worth-of-shib-last-august-its-now-worth-155-billion-2658467,Cointelegraph,"Oct 27, 2021","{'neg': 0.0, 'neu': 0.743, 'pos': 0.257, 'compound': 0.4215}"
El Salvador buys a smokin' hot 420 more Bitcoin,https://www.investing.com/news/cryptocurrency-news/15/news/cryptocurrency-news/el-salvador-buys-a-smokin-hot-420-more-bitcoin-2658460,Cointelegraph,"Oct 27, 2021","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
Here’s why analysts say Bitcoin ETFs may ‘completely change the structure of the market’,https://www.investing.com/news/cryptocurrency-news/15/news/cryptocurrency-news/heres-why-analysts-say-bitcoin-etfs-may-completely-change-the-structure-of-the-market-2658453,Cointelegraph,"Oct 27, 2021","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
Litecoin Falls 11% In Bearish Trade,https://www.investing.com/news/cryptocurrency-news/15/news/cryptocurrency-news/litecoin-falls-11-in-bearish-trade-2658404,Investing.com,"Oct 27, 2021","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
Litecoin Falls 11% In Selloff,https://www.investing.com/news/cryptocurrency-news/15/news/cryptocurrency-news/litecoin-falls-11-in-selloff-2658402,Investing.com,"Oct 27, 2021","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
Bitcoin price dip matches October 2017 with BTC ‘explosion’ still forecast before 2022,https://www.investing.com/news/cryptocurrency-news/15/news/cryptocurrency-news/bitcoin-price-dip-matches-october-2017-with-btc-explosion-still-forecast-before-2022-2658399,Cointelegraph,"Oct 27, 2021","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
Litecoin transactions near an all-time high after gaining ground in consumer finance,https://www.investing.com/news/cryptocurrency-news/15/news/cryptocurrency-news/litecoin-transactions-near-an-alltime-high-after-gaining-ground-in-consumer-finance-2658395,Cointelegraph,"Oct 27, 2021","{'neg': 0.0, 'neu': 0.797, 'pos': 0.203, 'compound': 0.4215}"
Friday’s jaw-breaking $3.2B Bitcoin options expiry could kick-start a new rally,https://www.investing.com/news/cryptocurrency-news/15/news/cryptocurrency-news/fridays-jawbreaking-32b-bitcoin-options-expiry-could-kickstart-a-new-rally-2658381,Cointelegraph,"Oct 27, 2021","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
Infrastructure platform Quicknode raises $35M in Series A financing,https://www.investing.com/news/cryptocurrency-news/15/news/cryptocurrency-news/infrastructure-platform-quicknode-raises-35m-in-series-a-financing-2658371,Cointelegraph,"Oct 27, 2021","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
"Price analysis 10/27: BTC, ETH, BNB, ADA, SOL, XRP, DOT, DOGE, SHIB, LUNA",https://www.investing.com/news/cryptocurrency-news/15/news/cryptocurrency-news/price-analysis-1027-btc-eth-bnb-ada-sol-xrp-dot-doge-shib-luna-2658356,Cointelegraph,"Oct 27, 2021","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
Voyager Digital will be crypto brokerage partner for Dallas Mavericks ,https://www.investing.com/news/cryptocurrency-news/15/news/cryptocurrency-news/voyager-digital-will-be-crypto-brokerage-partner-for-dallas-mavericks-2658351,Cointelegraph,"Oct 27, 2021","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
"Mask Network, 1inch and Shiba Inu ignore Bitcoin’s downtrend, posting 20% gains",https://www.investing.com/news/cryptocurrency-news/15/news/cryptocurrency-news/mask-network-1inch-and-shiba-inu-ignore-bitcoins-downtrend-posting-20-gains-2658339,Cointelegraph,"Oct 27, 2021","{'neg': 0.168, 'neu': 0.671, 'pos': 0.161, 'compound': -0.0258}"
Binance Smart Chain surpasses 1.5 billion lifetime transactions,https://www.investing.com/news/cryptocurrency-news/15/news/cryptocurrency-news/binance-smart-chain-surpasses-15-billion-lifetime-transactions-2658312,Cointelegraph,"Oct 27, 2021","{'neg': 0.0, 'neu': 0.722, 'pos': 0.278, 'compound': 0.4019}"
Everipedia VORTECS™ Score hits record high ahead of upcoming NFT drop to IQ stakers ,https://www.investing.com/news/cryptocurrency-news/15/news/cryptocurrency-news/everipedia-vortecs-score-hits-record-high-ahead-of-upcoming-nft-drop-to-iq-stakers-2658244,Cointelegraph,"Oct 27, 2021","{'neg': 0.123, 'neu': 0.877, 'pos': 0.0, 'compound': -0.2732}"
Cosmos-based DEX Osmosis raises $21M from a consortium of investors,https://www.investing.com/news/cryptocurrency-news/16/news/cryptocurrency-news/cosmosbased-dex-osmosis-raises-21m-from-a-consortium-of-investors-2658175,Cointelegraph,"Oct 27, 2021","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
Cream Finance suffers another major flash loan attack,https://www.investing.com/news/cryptocurrency-news/16/news/cryptocurrency-news/cream-finance-suffers-another-major-flash-loan-attack-2658113,BTC Peers,"Oct 27, 2021","{'neg': 0.519, 'neu': 0.481, 'pos': 0.0, 'compound': -0.7553}"
Helium partners with Dish Network to expand its crypto-based distributed 5G platform,https://www.investing.com/news/cryptocurrency-news/16/news/cryptocurrency-news/helium-partners-with-dish-network-to-expand-its-cryptobased-distributed-5g-platform-2658059,Cointelegraph,"Oct 27, 2021","{'neg': 0.0, 'neu': 0.827, 'pos': 0.173, 'compound': 0.3182}"
"US regulators are exploring policy for banks to handle crypto, says FDIC chair",https://www.investing.com/news/cryptocurrency-news/16/news/cryptocurrency-news/us-regulators-are-exploring-policy-for-banks-to-handle-crypto-says-fdic-chair-2657930,Cointelegraph,"Oct 27, 2021","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
Twitter CEO Jack Dorsey reiterates a positive outlook on Bitcoin tipping during earnings call,https://www.investing.com/news/cryptocurrency-news/16/news/cryptocurrency-news/twitter-ceo-jack-dorsey-reiterates-a-positive-outlook-on-bitcoin-tipping-during-earnings-call-2657915,Cointelegraph,"Oct 27, 2021","{'neg': 0.0, 'neu': 0.783, 'pos': 0.217, 'compound': 0.5574}"
"Don’t get bearish on Bitcoin just yet, says veteran trader who called 2018 crash",https://www.investing.com/news/cryptocurrency-news/16/news/cryptocurrency-news/dont-get-bearish-on-bitcoin-just-yet-says-veteran-trader-who-called-2018-crash-2657885,Cointelegraph,"Oct 27, 2021","{'neg': 0.172, 'neu': 0.828, 'pos': 0.0, 'compound': -0.4019}"
Putin’s internet ombudsman pessimistic about crypto regulation,https://www.investing.com/news/cryptocurrency-news/16/news/cryptocurrency-news/putins-internet-ombudsman-pessimistic-about-crypto-regulation-2657844,Cointelegraph,"Oct 27, 2021","{'neg': 0.294, 'neu': 0.706, 'pos': 0.0, 'compound': -0.3612}"
KYVE raise $2.8M to advance Web 3.0 data storage ,https://www.investing.com/news/cryptocurrency-news/16/news/cryptocurrency-news/kyve-raise-28m-to-advance-web-30-data-storage-2657827,Cointelegraph,"Oct 27, 2021","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
"Bitcoin falls below $60,000 for the first time in over a week",https://www.investing.com/news/cryptocurrency-news/16/news/cryptocurrency-news/bitcoin-falls-below-60000-for-the-first-time-in-over-a-week-2657816,BTC Peers,"Oct 27, 2021","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
Dubai regulators approve the listing of Bitcoin fund,https://www.investing.com/news/cryptocurrency-news/16/news/cryptocurrency-news/dubai-regulators-approve-the-listing-of-bitcoin-fund-2657815,BTC Peers,"Oct 27, 2021","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
Biden's pick for CFTC chair wants the agency to be a 'beat cop' with the authority to oversee 60% of digital asset market,https://www.investing.com/news/cryptocurrency-news/16/news/cryptocurrency-news/bidens-pick-for-cftc-chair-wants-the-agency-to-be-a-beat-cop-with-the-authority-to-oversee-60-of-digital-asset-market-2657794,Cointelegraph,"Oct 27, 2021","{'neg': 0.0, 'neu': 0.847, 'pos': 0.153, 'compound': 0.4215}"
Shiba Inu could surpass Dogecoin after a 700% SHIB price rally in October,https://www.investing.com/news/cryptocurrency-news/16/news/cryptocurrency-news/shiba-inu-could-surpass-dogecoin-after-a-700-shib-price-rally-in-october-2657764,Cointelegraph,"Oct 27, 2021","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
To the roots of mining: Bitcoin going green faster than ever,https://www.investing.com/news/cryptocurrency-news/16/news/cryptocurrency-news/to-the-roots-of-mining-bitcoin-going-green-faster-than-ever-2657742,Cointelegraph,"Oct 27, 2021","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
"The Polkadot Brand Is Evolving, Community Decides Its Future",https://www.investing.com/news/cryptocurrency-news/16/news/cryptocurrency-news/the-polkadot-brand-is-evolving-community-decides-its-future-2657725,CoinQuora,"Oct 27, 2021","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
BREAKING: Cream Finance appears to have suffered major loss in flash loan hack ,https://www.investing.com/news/cryptocurrency-news/16/news/cryptocurrency-news/breaking-cream-finance-appears-to-have-suffered-major-loss-in-flash-loan-hack-2657672,Cointelegraph,"Oct 27, 2021","{'neg': 0.345, 'neu': 0.655, 'pos': 0.0, 'compound': -0.6997}"
DBS Bank joins Hedera blockchain’s governing council ,https://www.investing.com/news/cryptocurrency-news/16/news/cryptocurrency-news/dbs-bank-joins-hedera-blockchains-governing-council-2657566,Cointelegraph,"Oct 27, 2021","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
Dogecoin Conference rebrands as Hodl Assets and gets into fashion NFTs,https://www.investing.com/news/cryptocurrency-news/16/news/cryptocurrency-news/dogecoin-conference-rebrands-as-hodl-assets-and-gets-into-fashion-nfts-2657539,Cointelegraph,"Oct 27, 2021","{'neg': 0.0, 'neu': 0.855, 'pos': 0.145, 'compound': 0.1779}"
DeFi Platform Gluwa Has Been Selected for the Inclusive Fintech 50: 2021 Cohort,https://www.investing.com/news/cryptocurrency-news/17/news/cryptocurrency-news/defi-platform-gluwa-has-been-selected-for-the-inclusive-fintech-50-2021-cohort-2657529,DailyCoin,"Oct 27, 2021","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
‘Along With the Gods’ Set to Release Play-to-Earn Model,https://www.investing.com/news/cryptocurrency-news/17/news/cryptocurrency-news/along-with-the-gods-set-to-release-playtoearn-model-2657528,CoinQuora,"Oct 27, 2021","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
Upgradable NFTs: How collaborations will leap forward,https://www.investing.com/news/cryptocurrency-news/17/news/cryptocurrency-news/upgradable-nfts-how-collaborations-will-leap-forward-2657497,Cointelegraph,"Oct 27, 2021","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
"Win-To-Earn NFT Game, Duelist King Secures Over $1 Million",https://www.investing.com/news/cryptocurrency-news/17/news/cryptocurrency-news/wintoearn-nft-game-duelist-king-secures-over-1-million-2657464,CoinQuora,"Oct 27, 2021","{'neg': 0.0, 'neu': 0.777, 'pos': 0.223, 'compound': 0.3182}"
"India Will Soon Regulate Crypto With New Law Before Budget, Say Finance Minister",https://www.investing.com/news/cryptocurrency-news/17/news/cryptocurrency-news/india-will-soon-regulate-crypto-with-new-law-before-budget-say-finance-minister-2657463,CoinQuora,"Oct 27, 2021","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
"BlueZilla-backed PulsePad IDO Brings a Game Changer to Smart Contracts, Sellout Anticipated",https://www.investing.com/news/cryptocurrency-news/17/news/cryptocurrency-news/bluezillabacked-pulsepad-ido-brings-a-game-changer-to-smart-contracts-sellout-anticipated-2657461,BTC Peers,"Oct 27, 2021","{'neg': 0.0, 'neu': 0.803, 'pos': 0.197, 'compound': 0.4019}"
"Privacy or policy? Why Facebook’s crypto wallet, Novi, is facing resistance ",https://www.investing.com/news/cryptocurrency-news/17/news/cryptocurrency-news/privacy-or-policy-why-facebooks-crypto-wallet-novi-is-facing-resistance-2657452,Cointelegraph,"Oct 27, 2021","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
Putting a cap on decentralization: How regulation impacts DeFi adoption ,https://www.investing.com/news/cryptocurrency-news/17/news/cryptocurrency-news/putting-a-cap-on-decentralization-how-regulation-impacts-defi-adoption-2657430,Cointelegraph,"Oct 27, 2021","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
Okcoin Reports 450% Year-over-Year Growth in Institutional Clientele,https://www.investing.com/news/cryptocurrency-news/17/news/cryptocurrency-news/okcoin-reports-450-yearoveryear-growth-in-institutional-clientele-2657412,DailyCoin,"Oct 27, 2021","{'neg': 0.0, 'neu': 0.729, 'pos': 0.271, 'compound': 0.3818}"
VeChain Soon To Explode To Newer Highs as It Records More Wins,https://www.investing.com/news/cryptocurrency-news/17/news/cryptocurrency-news/vechain-soon-to-explode-to-newer-highs-as-it-records-more-wins-2657411,CoinQuora,"Oct 27, 2021","{'neg': 0.0, 'neu': 0.734, 'pos': 0.266, 'compound': 0.6115}"
Immunefi to bolster DeFi security service with new funds,https://www.investing.com/news/cryptocurrency-news/17/news/cryptocurrency-news/immunefi-to-bolster-defi-security-service-with-new-funds-2657394,Cointelegraph,"Oct 27, 2021","{'neg': 0.0, 'neu': 0.769, 'pos': 0.231, 'compound': 0.34}"
"XDEFI Wallet announces utility token $XDEFI, sets sights on IDO",https://www.investing.com/news/cryptocurrency-news/17/news/cryptocurrency-news/xdefi-wallet-announces-utility-token-xdefi-sets-sights-on-ido-2657365,DailyCoin,"Oct 27, 2021","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
"Crypto Flipsider News – Robinhood Tanks, SHIB Gains Muscles, DOGE Wins Hearts, David Lynch Starts NFT Series",https://www.investing.com/news/cryptocurrency-news/17/news/cryptocurrency-news/crypto-flipsider-news--robinhood-tanks-shib-gains-muscles-doge-wins-hearts-david-lynch-starts-nft-series-2657323,DailyCoin,"Oct 27, 2021","{'neg': 0.0, 'neu': 0.574, 'pos': 0.426, 'compound': 0.886}"
Tik-Tok Competitor Chingari Goes Crypto: Native Tokens To Be Sold in November,https://www.investing.com/news/cryptocurrency-news/17/news/cryptocurrency-news/tiktok-competitor-chingari-goes-crypto-native-tokens-to-be-sold-in-november-2657322,DailyCoin,"Oct 27, 2021","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
"Dogs of Elon — A New Marketplace Is Launching Soon With 10,000 NFTs",https://www.investing.com/news/cryptocurrency-news/17/news/cryptocurrency-news/dogs-of-elon--a-new-marketplace-is-launching-soon-with-10000-nfts-2657321,CoinQuora,"Oct 27, 2021","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
"US regulators are exploring policies that would allow banks to handle cryptos, FDIC Chair reveals",https://www.investing.com/news/cryptocurrency-news/17/news/cryptocurrency-news/us-regulators-are-exploring-policies-that-would-allow-banks-to-handle-cryptos-fdic-chair-reveals-2657320,BTC Peers,"Oct 27, 2021","{'neg': 0.0, 'neu': 0.881, 'pos': 0.119, 'compound': 0.2263}"
European Central Bank announces digital euro advisory group members ,https://www.investing.com/news/cryptocurrency-news/17/news/cryptocurrency-news/european-central-bank-announces-digital-euro-advisory-group-members-2657280,Cointelegraph,"Oct 27, 2021","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
Cryptocurrencies Rising in Value While Becoming More Mainstream Day By Day,https://www.investing.com/news/cryptocurrency-news/18/news/cryptocurrency-news/cryptocurrencies-rising-in-value-while-becoming-more-mainstream-day-by-day-2657241,DailyCoin,"Oct 27, 2021","{'neg': 0.0, 'neu': 0.806, 'pos': 0.194, 'compound': 0.34}"
"CoinFlip Supports the Fight Against Human Trafficking, Sponsors ATCC",https://www.investing.com/news/cryptocurrency-news/18/news/cryptocurrency-news/coinflip-supports-the-fight-against-human-trafficking-sponsors-atcc-2657239,DailyCoin,"Oct 27, 2021","{'neg': 0.215, 'neu': 0.579, 'pos': 0.207, 'compound': -0.0258}"
NFT’s Market Liquidity Solved? Drops to Introduce NFT Lending Platform to Boost It,https://www.investing.com/news/cryptocurrency-news/18/news/cryptocurrency-news/nfts-market-liquidity-solved-drops-to-introduce-nft-lending-platform-to-boost-it-2657238,DailyCoin,"Oct 27, 2021","{'neg': 0.0, 'neu': 0.696, 'pos': 0.304, 'compound': 0.5859}"
ArcadeNetwork: Revolutionizing Gaming With Cross-Game and Cross-Chain Bridges,https://www.investing.com/news/cryptocurrency-news/18/news/cryptocurrency-news/arcadenetwork-revolutionizing-gaming-with-crossgame-and-crosschain-bridges-2657234,CoinQuora,"Oct 27, 2021","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
OpenSwap’s New ‘Spot Price Queue’: A Game-Changer For On-Chain Swaps,https://www.investing.com/news/cryptocurrency-news/18/news/cryptocurrency-news/openswaps-new-spot-price-queue-a-gamechanger-for-onchain-swaps-2657232,CoinQuora,"Oct 27, 2021","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
Ethereum 2.0 inches closer with the Beacon Chain’s Altair upgrade,https://www.investing.com/news/cryptocurrency-news/18/news/cryptocurrency-news/ethereum-20-inches-closer-with-the-beacon-chains-altair-upgrade-2657228,Cointelegraph,"Oct 27, 2021","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
Why 2021 Has Been a Good Year For IPOs and SPACs So Far With More Expected,https://www.investing.com/news/cryptocurrency-news/18/news/cryptocurrency-news/why-2021-has-been-a-good-year-for-ipos-and-spacs-so-far-with-more-expected-2657162,DailyCoin,"Oct 27, 2021","{'neg': 0.0, 'neu': 0.838, 'pos': 0.162, 'compound': 0.4404}"
"Exclusive Interview With Igneus Terrenus, Head of Communications at Bybit",https://www.investing.com/news/cryptocurrency-news/18/news/cryptocurrency-news/exclusive-interview-with-igneus-terrenus-head-of-communications-at-bybit-2657161,CoinQuora,"Oct 27, 2021","{'neg': 0.0, 'neu': 0.857, 'pos': 0.143, 'compound': 0.128}"
Dubai finance watchdog approves listing of Bitcoin fund,https://www.investing.com/news/cryptocurrency-news/18/news/cryptocurrency-news/dubai-finance-watchdog-approves-listing-of-bitcoin-fund-2657132,Cointelegraph,"Oct 27, 2021","{'neg': 0.0, 'neu': 0.722, 'pos': 0.278, 'compound': 0.4019}"
"Lark Says Shiba Inu Surpasses SOL, ADA, DOGE, and XRP in Trading Volume",https://www.investing.com/news/cryptocurrency-news/18/news/cryptocurrency-news/lark-says-shiba-inu-surpasses-sol-ada-doge-and-xrp-in-trading-volume-2657081,CoinQuora,"Oct 27, 2021","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
"Latin America stands to benefit most from crypto, says Uphold exec",https://www.investing.com/news/cryptocurrency-news/18/news/cryptocurrency-news/latin-america-stands-to-benefit-most-from-crypto-says-uphold-exec-2657077,Cointelegraph,"Oct 27, 2021","{'neg': 0.0, 'neu': 0.769, 'pos': 0.231, 'compound': 0.4588}"
Slovenian finance ministry seeks public opinion on crypto tax laws,https://www.investing.com/news/cryptocurrency-news/18/news/cryptocurrency-news/slovenian-finance-ministry-seeks-public-opinion-on-crypto-tax-laws-2657042,Cointelegraph,"Oct 27, 2021","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
Gluwa Network Wins the Inclusive Fintech 50 Event,https://www.investing.com/news/cryptocurrency-news/18/news/cryptocurrency-news/gluwa-network-wins-the-inclusive-fintech-50-event-2657026,CoinQuora,"Oct 27, 2021","{'neg': 0.0, 'neu': 0.654, 'pos': 0.346, 'compound': 0.5719}"
TON Swap DEX unveils long-term farming program,https://www.investing.com/news/cryptocurrency-news/18/news/cryptocurrency-news/ton-swap-dex-unveils-longterm-farming-program-2657025,BTC Peers,"Oct 27, 2021","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
South Korean pension fund to invest in Bitcoin ETF: Report,https://www.investing.com/news/cryptocurrency-news/18/news/cryptocurrency-news/south-korean-pension-fund-to-invest-in-bitcoin-etf-report-2656986,Cointelegraph,"Oct 27, 2021","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
FUD: The true meaning of Crypto language,https://www.investing.com/news/cryptocurrency-news/18/news/cryptocurrency-news/fud-the-true-meaning-of-crypto-language-2656942,DailyCoin,"Oct 27, 2021","{'neg': 0.266, 'neu': 0.47, 'pos': 0.263, 'compound': -0.0085}"
Tezos To Make a Smashing Appearance for NFTs on Adobe’s Behance,https://www.investing.com/news/cryptocurrency-news/18/news/cryptocurrency-news/tezos-to-make-a-smashing-appearance-for-nfts-on-adobes-behance-2656938,CoinQuora,"Oct 27, 2021","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
Drops NFT Lending Platform Will Bridge Liquidity Gap,https://www.investing.com/news/cryptocurrency-news/19/news/cryptocurrency-news/drops-nft-lending-platform-will-bridge-liquidity-gap-2656936,CoinQuora,"Oct 27, 2021","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
Shiba Inu surge continues as Robinhood hints at listing,https://www.investing.com/news/cryptocurrency-news/19/news/cryptocurrency-news/shiba-inu-surge-continues-as-robinhood-hints-at-listing-2656875,Investing.com,"Oct 27, 2021","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
Fantasy Trading: Everything You Should Know About the New Phenomenon,https://www.investing.com/news/cryptocurrency-news/19/news/cryptocurrency-news/fantasy-trading-everything-you-should-know-about-the-new-phenomenon-2656839,BTC Peers,"Oct 27, 2021","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
Dubai regulator announces new regulations for investment tokens ,https://www.investing.com/news/cryptocurrency-news/19/news/cryptocurrency-news/dubai-regulator-announces-new-regulations-for-investment-tokens-2656836,Cointelegraph,"Oct 27, 2021","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
PhoenixDAO Unveils Staking DApp For Earning Instant and Passive Crypto Rewards,https://www.investing.com/news/cryptocurrency-news/19/news/cryptocurrency-news/phoenixdao-unveils-staking-dapp-for-earning-instant-and-passive-crypto-rewards-2656809,CoinQuora,"Oct 27, 2021","{'neg': 0.0, 'neu': 0.647, 'pos': 0.353, 'compound': 0.5994}"
Bitfinex Offers Nuvei’s Crypto On-ramp Service in Bid to Capture Millions of New Users,https://www.investing.com/news/cryptocurrency-news/19/news/cryptocurrency-news/bitfinex-offers-nuveis-crypto-onramp-service-in-bid-to-capture-millions-of-new-users-2656783,DailyCoin,"Oct 27, 2021","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
"After Raising $8.5 Million from Private Investors, Portal Announces Republic.co Offering",https://www.investing.com/news/cryptocurrency-news/19/news/cryptocurrency-news/after-raising-85-million-from-private-investors-portal-announces-republicco-offering-2656782,DailyCoin,"Oct 27, 2021","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
FixStake Cloud Mining Provides Seamless Way to Earn Cryptocurrencies,https://www.investing.com/news/cryptocurrency-news/19/news/cryptocurrency-news/fixstake-cloud-mining-provides-seamless-way-to-earn-cryptocurrencies-2656781,CoinQuora,"Oct 27, 2021","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
XRP Falls 11% In Selloff,https://www.investing.com/news/cryptocurrency-news/19/news/cryptocurrency-news/xrp-falls-11-in-selloff-2656759,Investing.com,"Oct 27, 2021","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
Cardano Falls 15% In Bearish Trade,https://www.investing.com/news/cryptocurrency-news/19/news/cryptocurrency-news/cardano-falls-15-in-bearish-trade-2656756,Investing.com,"Oct 27, 2021","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
EOS Falls 11% In Bearish Trade,https://www.investing.com/news/cryptocurrency-news/19/news/cryptocurrency-news/eos-falls-11-in-bearish-trade-2656746,Investing.com,"Oct 27, 2021","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
FDIC Chair Says US Is Exploring Policies For Banks to Hold Bitcoin,https://www.investing.com/news/cryptocurrency-news/19/news/cryptocurrency-news/fdic-chair-says-us-is-exploring-policies-for-banks-to-hold-bitcoin-2656743,CoinQuora,"Oct 27, 2021","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
Citi's bullish Coinbase target: 'Buy crypto's general store' ,https://www.investing.com/news/cryptocurrency-news/19/news/cryptocurrency-news/citis-bullish-coinbase-target-buy-cryptos-general-store-2656729,Cointelegraph,"Oct 27, 2021","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
Multi-chain NFT Game Duelist King Raises $1m to Advance Win-to-Earn Model,https://www.investing.com/news/cryptocurrency-news/19/news/cryptocurrency-news/multichain-nft-game-duelist-king-raises-1m-to-advance-wintoearn-model-2656724,DailyCoin,"Oct 27, 2021","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
Redditors cheer as GameStop assembles team of NFT experts,https://www.investing.com/news/cryptocurrency-news/19/news/cryptocurrency-news/redditors-cheer-as-gamestop-assembles-team-of-nft-experts-2656714,Cointelegraph,"Oct 27, 2021","{'neg': 0.0, 'neu': 0.708, 'pos': 0.292, 'compound': 0.5106}"
Puerto Rico sees resurgence of interest among crypto rich,https://www.investing.com/news/cryptocurrency-news/19/news/cryptocurrency-news/puerto-rico-sees-resurgence-of-interest-among-crypto-rich-2656697,Cointelegraph,"Oct 27, 2021","{'neg': 0.0, 'neu': 0.515, 'pos': 0.485, 'compound': 0.765}"
